light_id,current_state,car_count,latitude,longitude
tl_100,green,2,50.4397953,30.5239914
tl_101,yellow,3,50.4359538,30.5453213
tl_102,red,8,50.4394166,30.5168207
tl_103,green,0,50.440973,30.5197209
tl_104,yellow,4,50.440887,30.5202147
tl_105,red,16,50.4359616,30.5136163
tl_106,green,0,50.435555,30.5038452
tl_107,yellow,4,50.442266,30.519875
tl_108,red,15,50.4420402,30.5202279
tl_109,green,1,50.4424489,30.5204006
tl_110,yellow,3,50.4436614,30.5127432
tl_111,red,15,50.4435366,30.5120848
tl_112,green,0,50.4434394,30.5150452
tl_113,yellow,5,50.443252,30.5152601
tl_114,red,16,50.4431091,30.5146022
tl_115,green,3,50.4427354,30.516904
tl_116,yellow,8,50.4429074,30.5174615
tl_117,red,17,50.4523843,30.5277282
tl_118,green,1,50.4438357,30.5449255
tl_119,yellow,8,50.4477583,30.5220178
tl_120,red,18,50.4445466,30.5211233
tl_121,green,0,50.4447969,30.5210436
tl_122,yellow,5,50.452151,30.5270923
tl_123,red,10,50.4525617,30.5274241
tl_124,green,0,50.4426334,30.5203097
tl_125,yellow,4,50.4525228,30.5269832
tl_126,red,15,50.4434772,30.5452698
tl_127,green,3,50.4392812,30.5167122
tl_128,yellow,2,50.439388,30.5165899
tl_129,red,21,50.4593174,30.5245535
tl_130,green,3,50.4471542,30.5138555
tl_131,yellow,7,50.4385716,30.5260363
tl_132,red,8,50.4383645,30.5256745
tl_133,green,2,50.4385705,30.525226
tl_134,yellow,2,50.4386175,30.525196
tl_135,red,16,50.4501864,30.5243736
tl_136,green,1,50.4505723,30.5247133
tl_137,yellow,3,50.4505578,30.524244
tl_138,red,22,50.4428213,30.521164
tl_1,green,1,50.434553,30.5058143
tl_2,yellow,4,50.4359458,30.5184269
tl_3,red,23,50.4470866,30.5365527
tl_4,green,1,50.4453079,30.5398227
tl_5,yellow,7,50.4437681,30.545427
tl_6,red,22,50.4436709,30.5457336
tl_7,green,3,50.4339459,30.5160519
tl_8,yellow,6,50.4359968,30.5093674
tl_9,red,25,50.4359495,30.5160244
tl_10,green,0,50.4468065,30.508649
tl_11,yellow,5,50.4460369,30.5133982
tl_12,red,24,50.4456267,30.5159172
tl_13,green,0,50.4452609,30.5181913
tl_14,yellow,5,50.451292,30.5155156
tl_15,red,16,50.4489393,30.5145758
tl_16,green,1,50.4537328,30.5170542
tl_17,yellow,2,50.4540481,30.5167222
tl_18,red,25,50.4554108,30.5171234
tl_19,green,2,50.4364592,30.5065772
tl_20,yellow,5,50.4526843,30.5161042
tl_21,red,20,50.455261,30.5199672
tl_22,green,2,50.4593468,30.5244022
tl_23,yellow,6,50.4326138,30.5078821
tl_24,red,18,50.4340874,30.5085708
tl_25,green,2,50.4408232,30.5198529
tl_26,yellow,4,50.4386293,30.5379124
tl_27,red,15,50.4359492,30.5449091
tl_28,green,0,50.4324896,30.5449853
tl_29,yellow,2,50.4305179,30.5351433
tl_30,red,20,50.4564385,30.5021515
tl_31,green,3,50.4564871,30.5018422
tl_32,yellow,4,50.4557232,30.5047804
tl_33,red,11,50.4552438,30.5073728
tl_34,green,2,50.4554051,30.5137901
tl_35,yellow,8,50.4472808,30.5306529
tl_36,red,13,50.4464109,30.5334537
tl_37,green,0,50.4422289,30.5298805
tl_38,yellow,4,50.448163,30.5193517
tl_39,red,15,50.4389411,30.5026915
tl_40,green,3,50.4379109,30.5008044
tl_41,yellow,8,50.4521177,30.5086159
tl_42,red,14,50.4523261,30.5010296
tl_43,green,1,50.4553343,30.5116468
tl_44,yellow,3,50.4475984,30.503875
tl_45,red,23,50.4501624,30.5029541
tl_46,green,0,50.4522237,30.5007903
tl_47,yellow,2,50.4478581,30.5351092
tl_48,red,20,50.446292,30.538009
tl_49,green,0,50.4419303,30.5014998
tl_50,yellow,7,50.4434672,30.5315824
tl_51,red,14,50.4465406,30.5102501
tl_52,green,1,50.4361129,30.5207217
tl_53,yellow,8,50.4319913,30.5086747
tl_54,red,23,50.4396375,30.5240917
tl_55,green,2,50.4395478,30.5235599
tl_56,yellow,3,50.4407684,30.5226322
tl_57,red,13,50.4401535,30.522815
tl_58,green,0,50.4384739,30.5250487
tl_59,yellow,3,50.4319563,30.5160703
tl_60,red,21,50.4440007,30.5380747
tl_61,green,2,50.4437942,30.5272417
tl_62,yellow,3,50.4350014,30.5450522
tl_63,red,9,50.4327834,30.5482681
tl_64,green,1,50.4320303,30.5135595
tl_65,yellow,7,50.4339919,30.5135914
tl_66,red,17,50.4403732,30.5111244
tl_67,green,1,50.4408341,30.5083331
tl_68,yellow,4,50.4428923,30.5208213
tl_69,red,19,50.4407657,30.5221869
tl_70,green,3,50.4419278,30.5117418
tl_71,yellow,2,50.4453725,30.5007929
tl_72,red,22,50.4441678,30.5093141
tl_73,green,2,50.4399504,30.5136011
tl_74,yellow,6,50.4405763,30.5196496
tl_75,red,17,50.4426852,30.5206748
tl_76,green,3,50.447734,30.5221798
tl_77,yellow,8,50.4564685,30.501227
tl_78,red,11,50.4439704,30.5094633
tl_79,green,1,50.4306719,30.5354508
tl_80,yellow,3,50.44418,30.5095518
tl_81,red,16,50.4386809,30.5217067
tl_82,green,2,50.4337799,30.5311024
tl_83,yellow,7,50.433937,30.531412
tl_84,red,25,50.4355745,30.528944
tl_85,green,0,50.4357216,30.5292046
tl_86,yellow,2,50.44825,30.5342646
tl_87,red,15,50.444289,30.5417122
tl_88,green,2,50.4457996,30.5347884
tl_89,yellow,4,50.4438185,30.5125199
tl_90,red,10,50.4550842,30.520524
tl_91,green,2,50.4590972,30.5247802
tl_92,yellow,2,50.4472307,30.5060838
tl_93,red,20,50.4389703,30.5159349
tl_94,green,1,50.4425899,30.5171132
tl_95,yellow,7,50.4491523,30.5236148
tl_96,red,24,50.4553246,30.5194604
tl_97,green,3,50.4433882,30.5123465
tl_98,yellow,7,50.4319908,30.5088769
tl_99,red,8,50.442038,30.5223181
tl_100,green,0,50.4397953,30.5239914
tl_101,yellow,2,50.4359538,30.5453213
tl_102,red,19,50.4394166,30.5168207
tl_103,green,2,50.440973,30.5197209
tl_104,yellow,5,50.440887,30.5202147
tl_105,red,21,50.4359616,30.5136163
tl_106,green,2,50.435555,30.5038452
tl_107,yellow,4,50.442266,30.519875
tl_108,red,21,50.4420402,30.5202279
tl_109,green,0,50.4424489,30.5204006
tl_110,yellow,6,50.4436614,30.5127432
tl_111,red,20,50.4435366,30.5120848
tl_112,green,3,50.4434394,30.5150452
tl_113,yellow,8,50.443252,30.5152601
tl_114,red,24,50.4431091,30.5146022
tl_115,green,2,50.4427354,30.516904
tl_116,yellow,5,50.4429074,30.5174615
tl_117,red,24,50.4523843,30.5277282
tl_118,green,1,50.4438357,30.5449255
tl_119,yellow,7,50.4477583,30.5220178
tl_120,red,8,50.4445466,30.5211233
tl_121,green,0,50.4447969,30.5210436
tl_122,yellow,2,50.452151,30.5270923
tl_123,red,17,50.4525617,30.5274241
tl_124,green,1,50.4426334,30.5203097
tl_125,yellow,3,50.4525228,30.5269832
tl_126,red,23,50.4434772,30.5452698
tl_127,green,2,50.4392812,30.5167122
tl_128,yellow,7,50.439388,30.5165899
tl_129,red,14,50.4593174,30.5245535
tl_130,green,2,50.4471542,30.5138555
tl_131,yellow,8,50.4385716,30.5260363
tl_132,red,17,50.4383645,30.5256745
tl_133,green,0,50.4385705,30.525226
tl_134,yellow,3,50.4386175,30.525196
tl_135,red,14,50.4501864,30.5243736
tl_136,green,0,50.4505723,30.5247133
tl_137,yellow,7,50.4505578,30.524244
tl_138,red,16,50.4428213,30.521164
tl_1,green,0,50.434553,30.5058143
tl_2,yellow,4,50.4359458,30.5184269
tl_3,red,21,50.4470866,30.5365527
tl_4,green,0,50.4453079,30.5398227
tl_5,yellow,6,50.4437681,30.545427
tl_6,red,10,50.4436709,30.5457336
tl_7,green,3,50.4339459,30.5160519
tl_8,yellow,3,50.4359968,30.5093674
tl_9,red,20,50.4359495,30.5160244
tl_10,green,3,50.4468065,30.508649
tl_11,yellow,7,50.4460369,30.5133982
tl_12,red,24,50.4456267,30.5159172
tl_13,green,3,50.4452609,30.5181913
tl_14,yellow,8,50.451292,30.5155156
tl_15,red,25,50.4489393,30.5145758
tl_16,green,0,50.4537328,30.5170542
tl_17,yellow,4,50.4540481,30.5167222
tl_18,red,12,50.4554108,30.5171234
tl_19,green,0,50.4364592,30.5065772
tl_20,yellow,6,50.4526843,30.5161042
tl_21,red,24,50.455261,30.5199672
tl_22,green,1,50.4593468,30.5244022
tl_23,yellow,2,50.4326138,30.5078821
tl_24,red,17,50.4340874,30.5085708
tl_25,green,3,50.4408232,30.5198529
tl_26,yellow,8,50.4386293,30.5379124
tl_27,red,18,50.4359492,30.5449091
tl_28,green,3,50.4324896,30.5449853
tl_29,yellow,6,50.4305179,30.5351433
tl_30,red,17,50.4564385,30.5021515
tl_31,green,3,50.4564871,30.5018422
tl_32,yellow,5,50.4557232,30.5047804
tl_33,red,20,50.4552438,30.5073728
tl_34,green,3,50.4554051,30.5137901
tl_35,yellow,4,50.4472808,30.5306529
tl_36,red,12,50.4464109,30.5334537
tl_37,green,3,50.4422289,30.5298805
tl_38,yellow,3,50.448163,30.5193517
tl_39,red,23,50.4389411,30.5026915
tl_40,green,1,50.4379109,30.5008044
tl_41,yellow,2,50.4521177,30.5086159
tl_42,red,10,50.4523261,30.5010296
tl_43,green,0,50.4553343,30.5116468
tl_44,yellow,8,50.4475984,30.503875
tl_45,red,23,50.4501624,30.5029541
tl_46,green,2,50.4522237,30.5007903
tl_47,yellow,2,50.4478581,30.5351092
tl_48,red,17,50.446292,30.538009
tl_49,green,1,50.4419303,30.5014998
tl_50,yellow,2,50.4434672,30.5315824
tl_51,red,14,50.4465406,30.5102501
tl_52,green,2,50.4361129,30.5207217
tl_53,yellow,4,50.4319913,30.5086747
tl_54,red,24,50.4396375,30.5240917
tl_55,green,3,50.4395478,30.5235599
tl_56,yellow,7,50.4407684,30.5226322
tl_57,red,8,50.4401535,30.522815
tl_58,green,0,50.4384739,30.5250487
tl_59,yellow,5,50.4319563,30.5160703
tl_60,red,19,50.4440007,30.5380747
tl_61,green,3,50.4437942,30.5272417
tl_62,yellow,2,50.4350014,30.5450522
tl_63,red,25,50.4327834,30.5482681
tl_64,green,3,50.4320303,30.5135595
tl_65,yellow,8,50.4339919,30.5135914
tl_66,red,23,50.4403732,30.5111244
tl_67,green,3,50.4408341,30.5083331
tl_68,yellow,4,50.4428923,30.5208213
tl_69,red,24,50.4407657,30.5221869
tl_70,green,3,50.4419278,30.5117418
tl_71,yellow,6,50.4453725,30.5007929
tl_72,red,16,50.4441678,30.5093141
tl_73,green,3,50.4399504,30.5136011
tl_74,yellow,5,50.4405763,30.5196496
tl_75,red,14,50.4426852,30.5206748
tl_76,green,3,50.447734,30.5221798
tl_77,yellow,5,50.4564685,30.501227
tl_78,red,14,50.4439704,30.5094633
tl_79,green,3,50.4306719,30.5354508
tl_80,yellow,4,50.44418,30.5095518
tl_81,red,19,50.4386809,30.5217067
tl_82,green,2,50.4337799,30.5311024
tl_83,yellow,3,50.433937,30.531412
tl_84,red,25,50.4355745,30.528944
tl_85,green,2,50.4357216,30.5292046
tl_86,yellow,4,50.44825,30.5342646
tl_87,red,10,50.444289,30.5417122
tl_88,green,3,50.4457996,30.5347884
tl_89,yellow,8,50.4438185,30.5125199
tl_90,red,22,50.4550842,30.520524
tl_91,green,0,50.4590972,30.5247802
tl_92,yellow,5,50.4472307,30.5060838
tl_93,red,9,50.4389703,30.5159349
tl_94,green,3,50.4425899,30.5171132
tl_95,yellow,5,50.4491523,30.5236148
tl_96,red,11,50.4553246,30.5194604
tl_97,green,0,50.4433882,30.5123465
tl_98,yellow,5,50.4319908,30.5088769
tl_99,red,23,50.442038,30.5223181
tl_100,green,0,50.4397953,30.5239914
tl_101,yellow,7,50.4359538,30.5453213
tl_102,red,8,50.4394166,30.5168207
tl_103,green,3,50.440973,30.5197209
tl_104,yellow,2,50.440887,30.5202147
tl_105,red,8,50.4359616,30.5136163
tl_106,green,2,50.435555,30.5038452
tl_107,yellow,7,50.442266,30.519875
tl_108,red,23,50.4420402,30.5202279
tl_109,green,1,50.4424489,30.5204006
tl_110,yellow,4,50.4436614,30.5127432
tl_111,red,13,50.4435366,30.5120848
tl_112,green,3,50.4434394,30.5150452
tl_113,yellow,6,50.443252,30.5152601
tl_114,red,17,50.4431091,30.5146022
tl_115,green,2,50.4427354,30.516904
tl_116,yellow,4,50.4429074,30.5174615
tl_117,red,10,50.4523843,30.5277282
tl_118,green,1,50.4438357,30.5449255
tl_119,yellow,3,50.4477583,30.5220178
tl_120,red,21,50.4445466,30.5211233
tl_121,green,1,50.4447969,30.5210436
tl_122,yellow,8,50.452151,30.5270923
tl_123,red,9,50.4525617,30.5274241
tl_124,green,1,50.4426334,30.5203097
tl_125,yellow,7,50.4525228,30.5269832
tl_126,red,17,50.4434772,30.5452698
tl_127,green,0,50.4392812,30.5167122
tl_128,yellow,5,50.439388,30.5165899
tl_129,red,24,50.4593174,30.5245535
tl_130,green,3,50.4471542,30.5138555
tl_131,yellow,2,50.4385716,30.5260363
tl_132,red,11,50.4383645,30.5256745
tl_133,green,1,50.4385705,30.525226
tl_134,yellow,2,50.4386175,30.525196
tl_135,red,8,50.4501864,30.5243736
tl_136,green,0,50.4505723,30.5247133
tl_137,yellow,3,50.4505578,30.524244
tl_138,red,19,50.4428213,30.521164
tl_1,green,1,50.434553,30.5058143
tl_2,yellow,2,50.4359458,30.5184269
tl_3,red,23,50.4470866,30.5365527
tl_4,green,0,50.4453079,30.5398227
tl_5,yellow,7,50.4437681,30.545427
tl_6,red,22,50.4436709,30.5457336
tl_7,green,3,50.4339459,30.5160519
tl_8,yellow,8,50.4359968,30.5093674
tl_9,red,14,50.4359495,30.5160244
tl_10,green,1,50.4468065,30.508649
tl_11,yellow,6,50.4460369,30.5133982
tl_12,red,11,50.4456267,30.5159172
tl_13,green,3,50.4452609,30.5181913
tl_14,yellow,2,50.451292,30.5155156
tl_15,red,18,50.4489393,30.5145758
tl_16,green,1,50.4537328,30.5170542
tl_17,yellow,4,50.4540481,30.5167222
tl_18,red,20,50.4554108,30.5171234
tl_19,green,1,50.4364592,30.5065772
tl_20,yellow,5,50.4526843,30.5161042
tl_21,red,22,50.455261,30.5199672
tl_22,green,1,50.4593468,30.5244022
tl_23,yellow,8,50.4326138,30.5078821
tl_24,red,14,50.4340874,30.5085708
tl_25,green,3,50.4408232,30.5198529
tl_26,yellow,6,50.4386293,30.5379124
tl_27,red,12,50.4359492,30.5449091
tl_28,green,3,50.4324896,30.5449853
tl_29,yellow,4,50.4305179,30.5351433
tl_30,red,16,50.4564385,30.5021515
tl_31,green,3,50.4564871,30.5018422
tl_32,yellow,3,50.4557232,30.5047804
tl_33,red,17,50.4552438,30.5073728
tl_34,green,2,50.4554051,30.5137901
